Date,Open,High,Low,Close,Volume
2025-09-21,115743.81,115743.81,115743.81,115743.81,19422969029
2025-09-21,115760.46,115760.46,115760.46,115760.46,18776372874
2025-09-21,115851.05,115851.05,115851.05,115851.05,18748676852
2025-09-21,115818.25,115818.25,115818.25,115818.25,18716354063
2025-09-21,115722.90,115722.90,115722.90,115722.90,18387970281
2025-09-21,115716.54,115716.54,115716.54,115716.54,18321080276
2025-09-21,115543.31,115543.31,115543.31,115543.31,18618365757
2025-09-21,115718.78,115718.78,115718.78,115718.78,19140679975
2025-09-21,115702.15,115702.15,115702.15,115702.15,19099190047
2025-09-21,115538.73,115538.73,115538.73,115538.73,19078310176
2025-09-21,115723.02,115723.02,115723.02,115723.02,18937379831
2025-09-21,115743.97,115743.97,115743.97,115743.97,19382217278
2025-09-21,115849.67,115849.67,115849.67,115849.67,19358674956
2025-09-21,115679.96,115679.96,115679.96,115679.96,19288879209
2025-09-21,115672.03,115672.03,115672.03,115672.03,19467224530
2025-09-21,115562.29,115562.29,115562.29,115562.29,19359859511
2025-09-21,115675.79,115675.79,115675.79,115675.79,19138756819
2025-09-21,115719.04,115719.04,115719.04,115719.04,19247247877
2025-09-21,115701.19,115701.19,115701.19,115701.19,19097061279
2025-09-21,115543.43,115543.43,115543.43,115543.43,19310565906
2025-09-22,115577.97,115577.97,115577.97,115577.97,18729472761
2025-09-22,115382.62,115382.62,115382.62,115382.62,18954931646
2025-09-22,115641.62,115641.62,115641.62,115641.62,18888245837
2025-09-22,115561.91,115561.91,115561.91,115561.91,19059835149
2025-09-22,115529.53,115529.53,115529.53,115529.53,18637077355
2025-09-22,115369.31,115369.31,115369.31,115369.31,18563300394
2025-09-22,115496.40,115496.40,115496.40,115496.40,18221846975
2025-09-22,115584.69,115584.69,115584.69,115584.69,18388796129
2025-09-22,115255.85,115255.85,115255.85,115255.85,18831181466
2025-09-22,114429.54,114429.54,114429.54,114429.54,21432619713
2025-09-22,114334.51,114334.51,114334.51,114334.51,19757524536
2025-09-22,114268.99,114268.99,114268.99,114268.99,25185621824
2025-09-22,114693.64,114693.64,114693.64,114693.64,26070083245
2025-09-22,114423.81,114423.81,114423.81,114423.81,26460506037
2025-09-22,113596.45,113596.45,113596.45,113596.45,28806991875
2025-09-22,112815.03,112815.03,112815.03,112815.03,37610870869
2025-09-22,112593.11,112593.11,112593.11,112593.11,43851280318
2025-09-22,112702.40,112702.40,112702.40,112702.40,46511108355
2025-09-22,112420.02,112420.02,112420.02,112420.02,48575068888
2025-09-22,112861.03,112861.03,112861.03,112861.03,50173150487
2025-09-22,112879.16,112879.16,112879.16,112879.16,51216185777
2025-09-22,112764.57,112764.57,112764.57,112764.57,52831602673
2025-09-22,112921.63,112921.63,112921.63,112921.63,55291957569
2025-09-22,113030.17,113030.17,113030.17,113030.17,58937369009
2025-09-23,112884.47,112884.47,112884.47,112884.47,60592249335
2025-09-23,112683.95,112683.95,112683.95,112683.95,60858787797
2025-09-23,112427.42,112427.42,112427.42,112427.42,62660761687
2025-09-23,112495.68,112495.68,112495.68,112495.68,63211364251
2025-09-23,112176.16,112176.16,112176.16,112176.16,66915333594
2025-09-23,112694.31,112694.31,112694.31,112694.31,68944579347
2025-09-23,112958.87,112958.87,112958.87,112958.87,68921153875
2025-09-23,112696.45,112696.45,112696.45,112696.45,68842168769
2025-09-23,112692.50,112692.50,112692.50,112692.50,69429706182
2025-09-23,112462.90,112462.90,112462.90,112462.90,66705129491
2025-09-23,112289.95,112289.95,112289.95,112289.95,65579497519
2025-09-23,111933.14,111933.14,111933.14,111933.14,64400915079
2025-09-23,112382.89,112382.89,112382.89,112382.89,66338636275
2025-09-23,112546.32,112546.32,112546.32,112546.32,67016180427
2025-09-23,112744.13,112744.13,112744.13,112744.13,66223636666
2025-09-23,113055.06,113055.06,113055.06,113055.06,57207518573
2025-09-23,113095.48,113095.48,113095.48,113095.48,55491395894
2025-09-23,113153.93,113153.93,113153.93,113153.93,52298867873
2025-09-23,112986.38,112986.38,112986.38,112986.38,52733263367
2025-09-23,112987.67,112987.67,112987.67,112987.67,52321198821
2025-09-23,113006.44,113006.44,113006.44,113006.44,48314164965
2025-09-23,112970.59,112970.59,112970.59,112970.59,51200405634
2025-09-23,112989.31,112989.31,112989.31,112989.31,46696146611
2025-09-23,112754.66,112754.66,112754.66,112754.66,42311164702
2025-09-24,112925.49,112925.49,112925.49,112925.49,41779384066
2025-09-24,112856.10,112856.10,112856.10,112856.10,42012249057
2025-09-24,111970.72,111970.72,111970.72,111970.72,41835840634
2025-09-24,111800.07,111800.07,111800.07,111800.07,43165669312
2025-09-24,111658.23,111658.23,111658.23,111658.23,46659030028
2025-09-24,111866.50,111866.50,111866.50,111866.50,46258736198
2025-09-24,112154.60,112154.60,112154.60,112154.60,45877112058
2025-09-24,112176.37,112176.37,112176.37,112176.37,45875675604
2025-09-24,112002.46,112002.46,112002.46,112002.46,46102035932
2025-09-24,112234.63,112234.63,112234.63,112234.63,46427577076
2025-09-24,112463.18,112463.18,112463.18,112463.18,45835637287
2025-09-24,112069.18,112069.18,112069.18,112069.18,46941090552
2025-09-24,111715.17,111715.17,111715.17,111715.17,44604546924
2025-09-24,112179.82,112179.82,112179.82,112179.82,49222040165
2025-09-24,112666.45,112666.45,112666.45,112666.45,47890432106
2025-09-24,112620.56,112620.56,112620.56,112620.56,48962935345
2025-09-24,112581.17,112581.17,112581.17,112581.17,48221048720
2025-09-24,112561.72,112561.72,112561.72,112561.72,47420186666
2025-09-24,112767.62,112767.62,112767.62,112767.62,46690325912
2025-09-24,112959.43,112959.43,112959.43,112959.43,46783304984
2025-09-24,113034.30,113034.30,113034.30,113034.30,47323113229
2025-09-24,113082.00,113082.00,113082.00,113082.00,47464854860
2025-09-24,112951.35,112951.35,112951.35,112951.35,48099302481
2025-09-24,113874.19,113874.19,113874.19,113874.19,48846920353
2025-09-25,113421.16,113421.16,113421.16,113421.16,49429997286
2025-09-25,113706.62,113706.62,113706.62,113706.62,49888623466
2025-09-25,113833.04,113833.04,113833.04,113833.04,49401238004
2025-09-25,113661.46,113661.46,113661.46,113661.46,47609930333
2025-09-25,113488.98,113488.98,113488.98,113488.98,46699715340
2025-09-25,113517.58,113517.58,113517.58,113517.58,45983397416
2025-09-25,113452.00,113452.00,113452.00,113452.00,46103451894
2025-09-25,113360.02,113360.02,113360.02,113360.02,46276942976
2025-09-25,113317.16,113317.16,113317.16,113317.16,46524713093
2025-09-25,113158.65,113158.65,113158.65,113158.65,46634782066
2025-09-25,112531.96,112531.96,112531.96,112531.96,48094847078
2025-09-25,112874.56,112874.56,112874.56,112874.56,47737795254
2025-09-25,112543.14,112543.14,112543.14,112543.14,47225773969
2025-09-25,111724.73,111724.73,111724.73,111724.73,48077815294
2025-09-25,111736.84,111736.84,111736.84,111736.84,48558173232
2025-09-25,111543.58,111543.58,111543.58,111543.58,48678423658
2025-09-25,111789.65,111789.65,111789.65,111789.65,49391113285
2025-09-25,111738.49,111738.49,111738.49,111738.49,49587715935
2025-09-25,111670.78,111670.78,111670.78,111670.78,50783759956
2025-09-25,111675.27,111675.27,111675.27,111675.27,51427720799
2025-09-25,111363.58,111363.58,111363.58,111363.58,51578223294
2025-09-25,111176.53,111176.53,111176.53,111176.53,53555310287
2025-09-25,111068.42,111068.42,111068.42,111068.42,58416871509
2025-09-25,111553.17,111553.17,111553.17,111553.17,59319166547
2025-09-26,111616.10,111616.10,111616.10,111616.10,58433509933
2025-09-26,110996.72,110996.72,110996.72,110996.72,58955220666
2025-09-26,109003.34,109003.34,109003.34,109003.34,64655393469
2025-09-26,109841.63,109841.63,109841.63,109841.63,61772900984
2025-09-26,109479.27,109479.27,109479.27,109479.27,71726430202
2025-09-26,109170.43,109170.43,109170.43,109170.43,72141703499
2025-09-26,109442.86,109442.86,109442.86,109442.86,73137005783
2025-09-26,109339.13,109339.13,109339.13,109339.13,73166077790
2025-09-26,108963.53,108963.53,108963.53,108963.53,74481796351
2025-09-26,109525.73,109525.73,109525.73,109525.73,75959066457
2025-09-26,109692.22,109692.22,109692.22,109692.22,74364977621
2025-09-26,109666.68,109666.68,109666.68,109666.68,74044900702
2025-09-26,109611.07,109611.07,109611.07,109611.07,72179561003
2025-09-26,109398.51,109398.51,109398.51,109398.51,69445958565
2025-09-26,109322.55,109322.55,109322.55,109322.55,68435642920
2025-09-26,109449.95,109449.95,109449.95,109449.95,69375052659
2025-09-26,109383.81,109383.81,109383.81,109383.81,72731738429
2025-09-26,109615.17,109615.17,109615.17,109615.17,73063173668
2025-09-26,109599.22,109599.22,109599.22,109599.22,72120023628
2025-09-26,108979.86,108979.86,108979.86,108979.86,73031032367
2025-09-26,109149.97,109149.97,109149.97,109149.97,73661931001
2025-09-26,109332.92,109332.92,109332.92,109332.92,73806053677
2025-09-26,109724.36,109724.36,109724.36,109724.36,70222276957
2025-09-26,108970.79,108970.79,108970.79,108970.79,70779334038
2025-09-27,109098.94,109098.94,109098.94,109098.94,70270039906
2025-09-27,109509.27,109509.27,109509.27,109509.27,69156731270
2025-09-27,109855.70,109855.70,109855.70,109855.70,65316216108
2025-09-27,109773.34,109773.34,109773.34,109773.34,60490330338
2025-09-27,109258.92,109258.92,109258.92,109258.92,59898483360
2025-09-27,109302.72,109302.72,109302.72,109302.72,59455391691
2025-09-27,109475.27,109475.27,109475.27,109475.27,59373860813
2025-09-27,109611.18,109611.18,109611.18,109611.18,57986955380
2025-09-27,109710.21,109710.21,109710.21,109710.21,55257214021
2025-09-27,109670.97,109670.97,109670.97,109670.97,53614142846
2025-09-27,109468.93,109468.93,109468.93,109468.93,53092771923
2025-09-27,109445.91,109445.91,109445.91,109445.91,51761616935
2025-09-27,109609.76,109609.76,109609.76,109609.76,51465834917
2025-09-27,109701.64,109701.64,109701.64,109701.64,51224956249
2025-09-27,109681.99,109681.99,109681.99,109681.99,49596696623
2025-09-27,109600.45,109600.45,109600.45,109600.45,48130877926
2025-09-27,109450.04,109450.04,109450.04,109450.04,44404930593
2025-09-27,109352.39,109352.39,109352.39,109352.39,43736951749
2025-09-27,109329.99,109329.99,109329.99,109329.99,43137515316
2025-09-27,109476.55,109476.55,109476.55,109476.55,41394515509
2025-09-27,109342.65,109342.65,109342.65,109342.65,39703338738
2025-09-27,109419.71,109419.71,109419.71,109419.71,37552027744
2025-09-27,109350.69,109350.69,109350.69,109350.69,34916126516
2025-09-27,109303.91,109303.91,109303.91,109303.91,32017507241
2025-09-28,109433.86,109433.86,109433.86,109433.86,30907886951
2025-09-28,109385.56,109385.56,109385.56,109385.56,30319947618
2025-09-28,109413.47,109413.47,109413.47,109413.47,28607589246
2025-09-28,109457.16,109457.16,109457.16,109457.16,26955976967
2025-09-28,109455.42,109455.42,109455.42,109455.42,24824145189
2025-09-28,109417.50,109417.50,109417.50,109417.50,24011500215
2025-09-28,109523.75,109523.75,109523.75,109523.75,23592437016
2025-09-28,109617.55,109617.55,109617.55,109617.55,23486570852
2025-09-28,109675.14,109675.14,109675.14,109675.14,23211636962
2025-09-28,109677.50,109677.50,109677.50,109677.50,23562181215
2025-09-28,109393.46,109393.46,109393.46,109393.46,23137930501
2025-09-28,109502.80,109502.80,109502.80,109502.80,23352244220
2025-09-28,109466.52,109466.52,109466.52,109466.52,22779862124
2025-09-28,109411.80,109411.80,109411.80,109411.80,22345988184
2025-09-28,109381.68,109381.68,109381.68,109381.68,22252175066
2025-09-28,109437.06,109437.06,109437.06,109437.06,22201041670
2025-09-28,109542.13,109542.13,109542.13,109542.13,21653058472
2025-09-28,109563.71,109563.71,109563.71,109563.71,21385824706
2025-09-28,109551.18,109551.18,109551.18,109551.18,20740798324
2025-09-28,109392.05,109392.05,109392.05,109392.05,19905091614
2025-09-28,109419.34,109419.34,109419.34,109419.34,20562972320
2025-09-28,109340.76,109340.76,109340.76,109340.76,20932254804
2025-09-28,109652.25,109652.25,109652.25,109652.25,20962923563
2025-09-28,109891.38,109891.38,109891.38,109891.38,20930380912
2025-09-29,110029.42,110029.42,110029.42,110029.42,21739899003
2025-09-29,110236.55,110236.55,110236.55,110236.55,22943691078
2025-09-29,110225.24,110225.24,110225.24,110225.24,23608652981
2025-09-29,110301.02,110301.02,110301.02,110301.02,23634621575
2025-09-29,110358.27,110358.27,110358.27,110358.27,24099657323
2025-09-29,110842.58,110842.58,110842.58,110842.58,25514263293
2025-09-29,110748.35,110748.35,110748.35,110748.35,26087984145
2025-09-29,111969.63,111969.63,111969.63,111969.63,28864991943
2025-09-29,112142.57,112142.57,112142.57,112142.57,31274654339
2025-09-29,112267.05,112267.05,112267.05,112267.05,32000507203
2025-09-29,111830.99,111830.99,111830.99,111830.99,33371414965
2025-09-29,111764.71,111764.71,111764.71,111764.71,34662632160
2025-09-29,111866.96,111866.96,111866.96,111866.96,35253307792
2025-09-29,111828.20,111828.20,111828.20,111828.20,36404585164
2025-09-29,111763.07,111763.07,111763.07,111763.07,37504501952
2025-09-29,111656.04,111656.04,111656.04,111656.04,38253440439
2025-09-29,111904.52,111904.52,111904.52,111904.52,40351938125
2025-09-29,112138.43,112138.43,112138.43,112138.43,42586480648
2025-09-29,112112.40,112112.40,112112.40,112112.40,43170698718
2025-09-29,112175.04,112175.04,112175.04,112175.04,44146474388
2025-09-29,112103.89,112103.89,112103.89,112103.89,44978048815
2025-09-29,112070.83,112070.83,112070.83,112070.83,45599429305
2025-09-29,113208.46,113208.46,113208.46,113208.46,49612167414
2025-09-29,114191.21,114191.21,114191.21,114191.21,54433374560
2025-09-30,113872.94,113872.94,113872.94,113872.94,56208211335
2025-09-30,113762.01,113762.01,113762.01,113762.01,56475920613
2025-09-30,114112.04,114112.04,114112.04,114112.04,58434064749
2025-09-30,114079.56,114079.56,114079.56,114079.56,59244929838
2025-09-30,114267.66,114267.66,114267.66,114267.66,60798391651
2025-09-30,114335.56,114335.56,114335.56,114335.56,61740518203
2025-09-30,114228.45,114228.45,114228.45,114228.45,61827530609
2025-09-30,114199.64,114199.64,114199.64,114199.64,59472095803
2025-09-30,114309.15,114309.15,114309.15,114309.15,57833295883
2025-09-30,114591.64,114591.64,114591.64,114591.64,58891883699
2025-09-30,114354.80,114354.80,114354.80,114354.80,58981598730
2025-09-30,114470.31,114470.31,114470.31,114470.31,58763238859
2025-09-30,114387.96,114387.96,114387.96,114387.96,58591532095
2025-09-30,114125.99,114125.99,114125.99,114125.99,58222309893
2025-09-30,113900.52,113900.52,113900.52,113900.52,59606884255
2025-09-30,114005.75,114005.75,114005.75,114005.75,59825454276
2025-09-30,113743.33,113743.33,113743.33,113743.33,59964485204
2025-09-30,113486.81,113486.81,113486.81,113486.81,59543176475
2025-09-30,112890.22,112890.22,112890.22,112890.22,60376761385
2025-09-30,113034.89,113034.89,113034.89,113034.89,61702578890
2025-09-30,113090.67,113090.67,113090.67,113090.67,61452843349
2025-09-30,113153.92,113153.92,113153.92,113153.92,60937576014
2025-09-30,113286.25,113286.25,113286.25,113286.25,59401240647
2025-09-30,113560.20,113560.20,113560.20,113560.20,56271481705
2025-10-01,113103.90,113103.90,113103.90,113103.90,56879848307
2025-10-01,112843.61,112843.61,112843.61,112843.61,55327856068
2025-10-01,113343.48,113343.48,113343.48,113343.48,55584916804
2025-10-01,113644.47,113644.47,113644.47,113644.47,55545362723
2025-10-01,114491.91,114491.91,114491.91,114491.91,56740789101
2025-10-01,114618.58,114618.58,114618.58,114618.58,57444270603
2025-10-01,114360.38,114360.38,114360.38,114360.38,58378932168
2025-10-01,113941.29,113941.29,113941.29,113941.29,57951420649
2025-10-01,114024.23,114024.23,114024.23,114024.23,57718901821
2025-10-01,114117.91,114117.91,114117.91,114117.91,56995610521
2025-10-01,114513.05,114513.05,114513.05,114513.05,56189024473
2025-10-01,114279.18,114279.18,114279.18,114279.18,55927755542
2025-10-01,114214.15,114214.15,114214.15,114214.15,56213636526
2025-10-01,114305.53,114305.53,114305.53,114305.53,56766711365
2025-10-01,114613.05,114613.05,114613.05,114613.05,56796468625
2025-10-01,114388.47,114388.47,114388.47,114388.47,56452596426
2025-10-01,114527.89,114527.89,114527.89,114527.89,55875838651
2025-10-01,116080.78,116080.78,116080.78,116080.78,54837312854
2025-10-01,116448.69,116448.69,116448.69,116448.69,61271604122
2025-10-01,116288.18,116288.18,116288.18,116288.18,60567263953
2025-10-01,116644.28,116644.28,116644.28,116644.28,60669073817
2025-10-01,116435.39,116435.39,116435.39,116435.39,62298905124
2025-10-01,116770.63,116770.63,116770.63,116770.63,63064803579
2025-10-01,117251.21,117251.21,117251.21,117251.21,64853910346
2025-10-02,117484.31,117484.31,117484.31,117484.31,65207888141
2025-10-02,117704.38,117704.38,117704.38,117704.38,69483942990
2025-10-02,116868.51,116868.51,116868.51,116868.51,69004609547
2025-10-02,117273.63,117273.63,117273.63,117273.63,70618624543
2025-10-02,117481.29,117481.29,117481.29,117481.29,69335600554
2025-10-02,117594.16,117594.16,117594.16,117594.16,68439436785
2025-10-02,117491.04,117491.04,117491.04,117491.04,67410140908
2025-10-02,117890.13,117890.13,117890.13,117890.13,67938363474
2025-10-02,118503.24,118503.24,118503.24,118503.24,69920179085
2025-10-02,118580.44,118580.44,118580.44,118580.44,74991520111
2025-10-02,118792.11,118792.11,118792.11,118792.11,74878317579
2025-10-02,118751.36,118751.36,118751.36,118751.36,76090637984
2025-10-02,118774.17,118774.17,118774.17,118774.17,76658303578
2025-10-02,118637.57,118637.57,118637.57,118637.57,75821195505
2025-10-02,118386.89,118386.89,118386.89,118386.89,75335560179
2025-10-02,118617.57,118617.57,118617.57,118617.57,74663642036
2025-10-02,118544.25,118544.25,118544.25,118544.25,75173582126
2025-10-02,118682.58,118682.58,118682.58,118682.58,69849351094
2025-10-02,118932.98,118932.98,118932.98,118932.98,67151403942
2025-10-02,118688.64,118688.64,118688.64,118688.64,66558971047
2025-10-02,118870.58,118870.58,118870.58,118870.58,65925191554
2025-10-02,119384.33,119384.33,119384.33,119384.33,66236629231
2025-10-02,119593.04,119593.04,119593.04,119593.04,67651309740
2025-10-02,118835.15,118835.15,118835.15,118835.15,66485014230
2025-10-03,120181.49,120181.49,120181.49,120181.49,68746113371
